0,680065662,63
1,1379881322,63
2,372376653,63
3,830870517,63
4,986273459,63
5,338861778,63
6,722748501,0
7,313286665,63
8,430215075,63
9,1131233698,63
10,1203467885,63
11,363834209,63
12,170227812,63
13,366616958,63
14,976526070,63
15,812004477,63
16,1193600013,63
17,385702828,63
18,1260081338,63
19,760188051,63
20,547439415,63
21,2005394687,63
22,216500691,63
23,1323574874,63
24,225899606,63
25,352874483,63
26,784468979,63
27,519293785,63
28,354464013,63
29,1487720276,63
30,1625883025,63
31,974614176,63
32,276384430,63
33,288183488,63
34,505078763,63
35,2101190139,63
36,2007123403,63
37,1841322546,63
38,957568231,63
39,281564166,63
40,640612102,63
41,2106794243,63
42,1881929373,63
43,1082347773,63
44,2070419938,63
45,600841491,63
46,683092699,63
47,484843046,63
48,1652068715,63
49,2049844141,63
50,244747518,63
51,454945174,63
52,1857642576,63
53,1636694132,63
54,2131291692,63
55,694144385,63
56,418524312,63
57,1451805883,63
58,221715244,63
59,671736614,63
60,832470293,63
61,1662605287,5
62,1644641197,63
63,376723164,63
64,374841450,63
65,467652492,63
66,279206778,63
67,424751181,63
68,325037769,63
69,2049064905,63
70,475024463,63
71,460870618,63
72,1109600565,63
73,775008099,63
74,494889785,63
75,1978346469,63
76,1672449970,63
77,1885470145,63
78,1890744158,63
79,386732503,63
80,206458007,63
81,2126929550,63
82,676471083,63
83,579359978,63
84,269842349,63
85,284173662,63
86,288628664,63
87,936480800,63
88,273765075,63
89,1361856445,63
90,244488985,63
91,316386988,63
92,1919793280,63
93,1155425762,63
94,1995589749,63
95,2070936042,63
96,695744936,63
97,187308604,63
98,480457802,63
99,258700925,63
100,2107633859,63
101,504631771,63
102,1800733989,63
103,314323344,63
104,529442175,63
105,278290188,63
106,304266869,63
107,366791962,63
108,1741912834,63
109,278744992,63
110,2140255198,63
111,559718519,63
112,1493171318,63
113,367387864,63
114,473026710,63
115,2136318231,63
116,330859626,63
117,284069574,63
118,1210821970,63
119,1414451086,63
120,766581479,63
121,305416444,63
122,1731483501,63
123,1085791521,63
124,536218663,63
125,610005161,63
126,1687491892,63
127,2046058597,63
128,1506237684,63
129,351024814,63
130,1151531738,63
131,1008825550,63
132,1464421585,63
133,553548723,63
134,2118329859,63
135,254796723,63
136,2107889457,63
137,371099614,63
138,287901828,63
139,459502869,63
140,199930981,63
141,1890783986,63
142,635651162,63
143,269951758,63
144,374998957,63
145,900261661,63
146,2113230182,63
147,896663611,63
148,1563754935,63
149,902160750,63
150,510338065,63
151,1924482002,63
152,647949586,63
153,975331114,63
154,303331184,63
155,523099157,63
156,498200384,63
157,337656114,63
158,631847771,63
159,1823953843,63
160,664397886,63
161,604036972,63
162,649821395,63
